SNR,BER,FER,CFO,MOD,CODERATE
18,0.0774360996123267,1,0.833017580589558,4,0.5
10,0.431100952083252,1,5.35018416506024,1024,0.5
3,0.5,1,0,64,0.5
0,0.5,1,0,4,0.833333333333333
23,0.197663421659986,1,6.2553785200863,1024,0.75
2,0.5,1,-7.82983505349334,1024,0.666666666666667
9,0.375156787046539,1,1.42207501273449,256,0.5
10,0.5,1,0,1024,0.75
1,0.5,1,0,64,0.666666666666667
24,0,0,9.13902709592004,64,0.75
1,0.5,1,0,2,0.5
24,0.0550611043963423,1,2.00055333636641,256,0.666666666666667
10,0.499375385504259,1,1.48006485882359,1024,0.833333333333333
10,0.500726114351299,1,-0.497347014188894,1024,0.833333333333333
5,0.499254366445709,1,-1.27299463680105,1024,0.833333333333333
16,0.478408966047687,1,3.42377629470998,256,0.666666666666667
25,0,0,2.4402797082744,2,0.5
13,0.437214116148457,1,11.1143668526164,64,0.75
19,0.49886788622647,1,1.52405068255107,1024,0.833333333333333
24,0,0,6.28286441211292,16,0.666666666666667
17,0,0,0.117737740463866,2,0.75
3,0.0827922077922078,1,-0.966767327179504,2,0.5
24,0.482856417616105,1,11.9261137654443,1024,0.666666666666667
13,0.274090075936109,1,3.23682507473593,4,0.75
14,0,0,-0.858416036671178,2,0.666666666666667
20,0.0622626404631501,1,9.97921411047067,256,0.833333333333333
25,0.491564888849837,1,12.0708710350963,256,0.833333333333333
25,0,0,11.0879098562374,4,0.75
12,0.3797256462097,1,4.75107642388985,64,0.5
15,0,0,8.96176667162973,2,0.75
19,0.0145140008796364,1,7.60369414659103,64,0.666666666666667
3,0.499472805553115,1,16.5561324161177,1024,0.666666666666667
4,0.49954217485258,1,7.21728694912763,256,0.666666666666667
9,0,0,8.70385862279926,2,0.5
13,0,0,-1.15645602265385,4,0.666666666666667
7,0.49946518579299,1,-21.8611734618252,64,0.833333333333333
0,0.5,1,0,64,0.666666666666667
12,0.364943891259681,1,0.766840341753326,2,0.833333333333333
24,0.0132108358174917,0.888888888888889,7.3566791940796,64,0.666666666666667
22,0.0347490850362729,1,-1.25805229290377,1024,0.5
16,0.256389581195328,1,15.5750635672287,256,0.5
25,0.290504399526956,1,4.65424341579728,256,0.75
8,0.498573828781307,1,1.11968869709117,64,0.833333333333333
10,0.445937018277912,1,2.1809300362835,16,0.666666666666667
23,0,0,9.39613312375464,2,0.5
11,0.501198244311596,1,0.981221197393759,1024,0.5
19,0.101008117308196,1,3.98695532711338,4,0.75
21,0,0,5.48820542175567,64,0.75
20,0.0607274918959423,1,13.1755234885862,256,0.5
3,0.277404036406806,1,10.9344517254737,2,0.75
7,0.371727833976771,1,0.895973469295733,256,0.5
5,0.5,1,0,1024,0.75
7,0.5,1,0,64,0.666666666666667
23,0,0,7.53413123706255,4,0.666666666666667
24,0.495466534784042,1,10.1280567061382,1024,0.75
22,0.0176616036736136,0.666666666666667,-2.62271179221678,4,0.833333333333333
21,0.0148213261058003,1,11.5335204150211,256,0.666666666666667
23,0.16378174149899,1,3.47643135141518,256,0.833333333333333
15,0.497397053464522,1,6.55100644004818,1024,0.75
12,0.493271920045375,1,10.1904298130028,16,0.833333333333333
17,0.0611719066643506,1,5.32199811777572,64,0.75
8,0.000730994152046784,0.222222222222222,5.84691056293686,2,0.5
20,0.0234357824385525,0.888888888888889,-1.47683052502282,2,0.75
4,0.0717117652889285,1,5.01419562500664,2,0.666666666666667
25,0.280196777924384,1,3.35361064639433,256,0.5
21,0,0,4.33245055731194,16,0.833333333333333
17,0.000138461287852873,0.222222222222222,10.0363286788568,64,0.666666666666667
10,0,0,3.29733364075971,4,0.666666666666667
9,0.493587865768317,1,11.3962549665753,256,0.75
12,0,0,-0.271506527179358,2,0.666666666666667
6,0.0723019670388091,1,20.8832774645261,2,0.5
4,0.5,1,0,64,0.75
0,0.5,1,0,2,0.666666666666667
24,0,0,-1.40276034201797,16,0.833333333333333
6,0.000229975688284381,0.222222222222222,4.3473689894878,4,0.5
16,0.369790647622774,1,17.0691840940826,16,0.75
5,0.5,1,0,16,0.5
23,0,0,-0.0450934970707724,2,0.75
15,0,0,0.945675491000154,16,0.666666666666667
17,0.276823509261298,1,2.69256106276213,16,0.666666666666667
13,0.00720200949801798,0.555555555555556,2.72628981485099,4,0.833333333333333
25,0,0,9.17174447467881,2,0.5
18,0.139812571875994,1,6.03183127872317,16,0.666666666666667
16,0.499204326899609,1,10.5273211269425,1024,0.666666666666667
22,0,0,-1.96817965779327,2,0.833333333333333
19,0.210094642362638,1,3.94903312588429,256,0.5
11,0,0,8.68863374110668,4,0.833333333333333
17,0.00113985528793736,0.222222222222222,6.10218411085475,2,0.666666666666667
20,0.00229176544966019,0.333333333333333,13.1573157483077,2,0.833333333333333
15,0.0156461255273746,1,-0.143313650878618,64,0.666666666666667
14,0.0429957469431154,1,12.061304921234,2,0.5
21,0,0,9.06135867851454,16,0.5
22,0.000199362041467305,0.111111111111111,6.17909746083607,2,0.5
24,0.44065157328491,1,-4.1232849186014,256,0.833333333333333
7,0.5,1,6.83183274112956,4,0.666666666666667
11,0,0,8.37307686641762,2,0.666666666666667
24,0.113813673009547,1,11.1309404512695,1024,0.5
22,0.1424045062489,1,8.42027411619068,16,0.833333333333333
17,0.362104221206319,1,4.57909522139918,64,0.833333333333333
25,0.000115982370679657,0.111111111111111,4.91498455299194,256,0.666666666666667
23,0.00104739460591778,0.222222222222222,16.1122163765977,4,0.75
19,7.37136960047177E-05,0.111111111111111,8.07303428560226,4,0.666666666666667
4,0.495834066772282,1,3.04642644884831,16,0.833333333333333
13,0.498657606732468,1,9.09911942195236,256,0.833333333333333
13,0.4870407272822,1,-1.103393466257,1024,0.5
18,0.346925482021886,1,8.92514074640639,64,0.75
17,0.499340586877679,1,8.73307884383014,1024,0.75
16,6.84543018639128E-05,0.111111111111111,0.968081447331733,16,0.833333333333333
5,0.225494032478967,1,4.78476957341035,16,0.75
12,0.00230439792169395,1,6.38626775829184,64,0.5
12,0.4994322968172,1,5.9551041097074,256,0.666666666666667
22,0.00493881763231608,0.333333333333333,8.34346915592098,4,0.666666666666667
21,0,0,4.6325511923962,16,0.666666666666667
18,0.456254272043746,1,1.79937258949361,256,0.75
6,0.496726891856507,1,-3.78554182824889,4,0.75
1,0.500014644290191,1,14.0318425250294,1024,0.666666666666667
22,0.462921026602114,1,6.19808435107065,1024,0.75
4,0.5,1,0,16,0.666666666666667
8,0.5,1,0,2,0.833333333333333
0,0,0,4.62013470328208,2,0.833333333333333
25,0.0109954552118458,0.888888888888889,10.8492130893673,64,0.666666666666667
2,0.5,1,0,256,0.833333333333333
16,0.358932781098998,1,8.36717674213828,1024,0.5
21,0,0,6.08900009004557,2,0.75
14,0,0,3.38893055781861,4,0.833333333333333
24,0,0,9.86680379147838,4,0.833333333333333
14,0.481108115500332,1,0.931094779034335,1024,0.5
18,0,0,1.78083646498179,4,0.666666666666667
14,0.452845179020305,1,2.57967285991063,64,0.833333333333333
12,0.497937213162777,1,6.53323987006953,256,0.75
5,0.321288295365279,1,-0.659337279839732,4,0.75
21,0.0729120852269951,1,3.20967477514103,64,0.666666666666667
23,0,0,3.88758357276879,2,0.75
2,0.5,1,0,64,0.833333333333333
23,0,0,0.885184980232482,2,0.75
1,0.5,1,0,16,0.5
9,0,0,-3.40090030226987,2,0.666666666666667
21,0,0,5.36594950140441,2,0.75
12,0.5,1,0,16,0.75
9,0,0,7.19538760005069,2,0.5
3,0.5,1,0,2,0.833333333333333
6,0.500419802985483,1,3.59745320318957,1024,0.666666666666667
24,0,0,10.742234841745,2,0.5
4,0.5,1,0,64,0.666666666666667
17,0.496502215873714,1,-1.13634421844292,256,0.666666666666667
5,0.497525365008661,1,7.51754945335324,1024,0.5
21,0,0,6.40339229834405,4,0.666666666666667
5,0.5,1,0,2,0.5
22,0,0,3.12219876487459,2,0.833333333333333
5,0.499605712099564,1,-1.50752190723986,1024,0.833333333333333
8,0.5,1,-2.54147809033868,256,0.666666666666667
15,0.496412272025266,1,5.19607930685438,1024,0.75
25,0.00970673275505989,0.555555555555556,1.11017131585062,16,0.75
1,0.5,1,0,256,0.75
14,0.000632800907741992,0.333333333333333,6.79000500589814,4,0.75
18,0.0252758814749566,1,0.128341589759759,16,0.666666666666667
10,0.476021435975669,1,4.87889906215435,16,0.833333333333333
0,0.5,1,-4.61719556472632,2,0.5
10,0.491879048270026,1,2.61958262160076,256,0.75
25,0,0,11.2902323661642,2,0.666666666666667
9,0,0,-6.82439757025796,4,0.666666666666667
8,0.0491620843152658,1,6.15163398671296,4,0.75
1,0.5,1,0,1024,0.666666666666667
14,0.493781058098781,1,-1.55131106017008,1024,0.666666666666667
14,0,0,6.12410384477494,4,0.666666666666667
10,0.5,1,0,1024,0.75
3,0.5,1,0,2,0.833333333333333
11,0.50081980652566,1,16.0193172884134,1024,0.833333333333333
23,0,0,10.0699847944308,2,0.75
2,0.5,1,0,16,0.75
13,0.0390191164184972,0.888888888888889,5.87283952589,4,0.666666666666667
16,0.00178412132024978,0.222222222222222,7.90414528534181,2,0.666666666666667
25,0.0893741030372258,1,1.52983667001212,1024,0.666666666666667
7,0.5,1,0,64,0.666666666666667
16,0.495194372223393,1,5.88594979767136,1024,0.833333333333333
13,0.498511163830556,1,12.6814464653235,256,0.833333333333333
9,0.460642540801096,1,-1.52588647566696,16,0.666666666666667
10,0.499363673982464,1,7.66410292819682,1024,0.833333333333333
10,0.178338001867414,1,-0.0268600587957393,4,0.666666666666667
4,0.5,1,0,256,0.75
25,0,0,3.79085974983596,16,0.833333333333333
25,0,0,5.83796204730785,256,0.5
12,0.5,1,0,64,0.75
21,0,0,8.51038915967581,16,0.75
19,0,0,4.57433423641509,16,0.833333333333333
16,0.352147778918047,1,6.18168789274549,256,0.5
19,0,0,14.6641651673189,4,0.5
8,0.0588867712456629,1,3.28641291824017,256,0.5
0,0.5,1,0,64,0.5
0,0.5,1,0,256,0.5
3,0.5,1,0,256,0.666666666666667
6,0.0441748733668123,1,8.22523858653474,16,0.75
4,0.5,1,0,256,0.666666666666667
12,0.139368944749935,1,1.06161584928724,4,0.75
1,0.5,1,0,4,0.833333333333333
2,0.5,1,0,256,0.75
5,0.499811823287592,1,7.95237755664116,64,0.75
19,0.00264705403248139,1,1.12839127061155,256,0.5
17,0.00624219725343321,0.777777777777778,5.46546139973351,4,0.5
17,0,0,9.3555650221355,2,0.75
25,0,0,8.10295969282284,16,0.75
14,0.0917496443812233,0.888888888888889,-4.62214789307795,2,0.833333333333333
13,0.501116498411137,1,8.58611730824903,1024,0.833333333333333
13,0.499877964248406,1,4.16247376850903,256,0.833333333333333
25,0.0262285065898577,1,5.97514791210173,4,0.75
13,0.0117449116272992,1,0.538181504508943,16,0.5
25,0,0,-2.80347654545241,2,0.75
23,0.408878344999951,1,5.0084734417666,256,0.833333333333333
10,0.429150633709428,1,12.5506237033555,64,0.5
0,0.5,1,0,1024,0.5
22,0.00118717847249703,0.111111111111111,4.81660028785257,2,0.75
2,0.497406347109056,1,15.5209120622488,16,0.666666666666667
1,0.5,1,0,256,0.666666666666667
5,0.5,1,0,1024,0.75
13,0.480975800729159,1,7.97841755887793,16,0.666666666666667
15,0.336858027908054,1,-0.878469025908524,64,0.75
1,0.5,1,0,1024,0.5
16,0,0,11.8860962462006,4,0.833333333333333
3,0.5,1,0,2,0.75
18,0.0985925817328837,1,1.18646804916761,256,0.5
1,0.50023430864306,1,-1.65099912092847,1024,0.666666666666667
8,0.49657919171187,1,11.3384981557663,256,0.5
14,0.498918636154249,1,5.0157009764205,1024,0.833333333333333
2,0.5,1,0,4,0.833333333333333
24,0,0,13.1838248825617,4,0.833333333333333
5,0.500576986482031,1,2.11543176646041,1024,0.75
25,0.0124486132823809,1,3.28752945136959,64,0.75
1,0.5,1,0,256,0.833333333333333
20,0.263516265128932,1,-4.66933246498602,256,0.5
15,0.366806027689863,1,7.82731170374127,1024,0.5
23,0,0,9.37559945161285,4,0.5
4,0.5,1,0,256,0.666666666666667
24,0,0,3.83506148624777,16,0.833333333333333
8,0.502270812731202,1,9.11922681528375,256,0.666666666666667
15,0.49317015482429,1,1.96783704109035,256,0.75
5,0.5,1,0,16,0.833333333333333
14,0.462277806728041,1,7.16007908902389,64,0.75
10,0.498906924632453,1,5.92690256631463,1024,0.833333333333333
6,0.5,1,0,2,0.5
2,0.5,1,0,256,0.5
21,0.391621982751141,1,2.30971216192975,1024,0.75
12,0.0825974331802661,1,10.6206501776327,4,0.833333333333333
17,0.5,1,0,16,0.833333333333333
12,0.129920572575718,1,4.14855694999716,4,0.75
2,0.5,1,0,2,0.666666666666667
13,0.500216992698196,1,8.03145514096427,256,0.75
20,0.411773033027756,1,8.1647823798513,256,0.833333333333333
13,0.0660731430566466,0.888888888888889,4.91585755998438,4,0.75
9,0.409136877280922,1,0.12071042832092,2,0.75
25,0,0,2.64210050127876,4,0.5
2,0.5,1,0,256,0.666666666666667
22,0.0147668986245875,1,10.8655201124302,16,0.5
4,0.5,1,0,2,0.5
4,0,0,1.49511381259407,2,0.833333333333333
15,0.120973337298047,1,13.928028026393,2,0.666666666666667
21,0.325147501269878,1,1.42129658248866,64,0.833333333333333
15,0.501063264221159,1,9.62548029515974,256,0.75
3,0.5,1,0,64,0.75
22,0,0,-1.38236995496114,16,0.666666666666667
2,0.5,1,0,2,0.833333333333333
24,0.000650978094587117,0.555555555555556,2.29764460923844,256,0.75
24,0.0638533270112217,0.888888888888889,5.43332467562536,2,0.833333333333333
11,0.5,1,0,1024,0.666666666666667
22,0,0,6.18129722119714,4,0.75
0,0.5,1,0,256,0.75
18,0,0,6.51781791892329,16,0.833333333333333
23,0.0228495323372725,1,5.70925113861814,1024,0.75
22,0.00558707797995609,0.777777777777778,0.0972507466835799,16,0.75
22,0.277893760148457,1,7.65845736781343,256,0.666666666666667
25,0.00152608382473232,0.777777777777778,7.01383976785933,256,0.666666666666667
17,0.495102122269075,1,12.6102495540015,1024,0.75
5,0.0767691039679736,1,16.3603610641439,4,0.833333333333333
10,0.499475072448679,1,-8.1694272651213,1024,0.75
13,0,0,-0.0536074765454988,4,0.75
13,0.5,1,3.27061234278895,1024,0.666666666666667
5,0.5,1,0,256,0.666666666666667
4,0.5,1,0,16,0.5
14,0.499350769801521,1,-0.278749990056872,256,0.833333333333333
14,0.391116060381094,1,4.43329214746892,1024,0.5
0,0.450183294056036,1,12.1408164444668,4,0.75
1,0.5,1,0,16,0.75
12,0.409682516411735,1,-0.587615821549297,256,0.5
18,0.0253459556481964,1,4.18283742004555,64,0.75
9,0.498216292821189,1,-1.11067978544471,256,0.5
1,0.5,1,0,256,0.5
17,0.00711853915196534,1,3.10162388215742,256,0.5
25,0,0,7.45862269830955,16,0.75
2,0.5,1,0,2,0.75
4,0.00462304409672831,0.222222222222222,8.15156475453213,2,0.833333333333333
17,0.488996400006516,1,5.21747638698115,64,0.666666666666667
2,0.499972673115811,1,2.06882299585462,1024,0.833333333333333
18,0.456877446816819,1,6.58627177120122,256,0.833333333333333
15,0,0,5.58876952884928,2,0.666666666666667
3,0.3338116046001,1,3.58603992595622,64,0.5
6,0.5,1,0,64,0.5
1,0.5,1,0,64,0.666666666666667
0,0.5,1,0,2,0.666666666666667
9,0.5,1,0,4,0.833333333333333
14,0.00745712155108128,0.666666666666667,10.1101365261839,4,0.833333333333333
11,0.47577189319855,1,0.554813644614649,256,0.666666666666667
21,0,0,0.711183765926356,4,0.5
23,0.000773754255648406,0.888888888888889,3.23233114125851,256,0.5
15,0,0,0.274566331668253,4,0.5
9,0.5,1,0,2,0.833333333333333
1,0.500369653230065,1,5.52185679009498,16,0.833333333333333
8,0.236074357215198,1,11.7815933653789,16,0.5
7,0.448800973350602,1,23.8279694786413,4,0.833333333333333
5,0.0183792815371763,0.666666666666667,9.59994062344817,2,0.75
4,0.00403476101800124,1,0.520918050413237,16,0.5
24,0.410024281888522,1,5.44349824822766,1024,0.833333333333333
23,5.49390176903637E-05,0.222222222222222,-0.237248774255906,256,0.666666666666667
5,0.5,1,0,16,0.833333333333333
18,0,0,1.1869237830445,4,0.75
21,0.0120389427946029,0.555555555555556,9.7117249149105,16,0.5
7,0.5,1,7.95929238446773,16,0.833333333333333
11,0.129129129129129,1,4.53435858442194,2,0.833333333333333
24,0.0197061280652612,0.555555555555556,19.5481055154014,4,0.666666666666667
12,0.44704996815471,1,10.4598347554597,64,0.75
16,0,0,10.7978834453743,2,0.5
10,0.20157470025156,1,10.7259678201128,16,0.5
8,0.5,1,0,2,0.75
14,0.444884262652918,1,-0.246649034772237,256,0.5
12,0.00225943646996279,0.333333333333333,6.60346045868998,2,0.5
19,0.01117024771667,0.444444444444444,-2.58051583089393,4,0.5
0,0.5,1,0,64,0.5
22,0,0,2.41485195710517,2,0.5
21,0.0493151222575454,1,9.70983147635421,4,0.833333333333333
12,0.446478515128401,1,4.54332082133126,16,0.833333333333333
0,0.5,1,0,1024,0.75
4,0.5,1,0,64,0.833333333333333
12,0.0248809756733842,1,6.91945527949744,64,0.5
3,0.40925535596313,1,9.8163496117177,16,0.666666666666667
7,0.499334627452417,1,3.03490632852866,256,0.666666666666667
11,0,0,5.23256667230296,2,0.5
11,0.205942345040089,1,2.69055757153342,256,0.75
25,0.00120399036807706,0.333333333333333,6.9419352832459,4,0.666666666666667
9,0.5,1,0,256,0.75
24,0,0,12.7032881434271,2,0.5
1,0.498788731293713,1,8.66635657707685,1024,0.5
5,0.499434770321094,1,8.36816066954313,64,0.5
23,0,0,6.16880575944189,4,0.75
16,0,0,13.2929299726416,16,0.5
9,0.180232178960412,1,0.853356396549793,16,0.75
22,0.00201990584632426,0.333333333333333,5.2902972879149,64,0.666666666666667
19,0.489143651207226,1,1.75196731274512,64,0.75
14,0.49214089759736,1,14.2042929028824,256,0.833333333333333
24,0,0,4.22938527198121,16,0.75
11,0.499199445469545,1,19.0621093321298,1024,0.666666666666667
3,0.499456714158395,1,24.8201586491774,256,0.666666666666667
10,0.498582807994918,1,1.32900574326744,256,0.5
22,0,0,9.45936510173636,256,0.5
14,0,0,0.711580460207706,2,0.833333333333333
2,0.5,1,0,16,0.75
14,0,0,3.78407374141684,16,0.5
19,0.00133500045585381,0.666666666666667,-6.31363398752061,64,0.833333333333333
14,0.491645781119465,1,6.82792789255737,256,0.75
12,0.5,1,-3.34552058346821,256,0.833333333333333
7,0.000610980186785371,0.222222222222222,-0.932290165898788,4,0.75
11,0.465053325955582,1,2.15548811302064,256,0.75
1,0.5,1,0,4,0.75
9,6.52188091045458E-05,0.111111111111111,-2.92315377849641,16,0.75
19,0,0,-5.12121662536718,4,0.833333333333333
11,0.404726280584404,1,7.55318909040932,16,0.833333333333333
2,0.5,1,0,16,0.5
2,0.5,1,0,256,0.666666666666667
23,0.196853430180906,1,1.99740718319052,1024,0.666666666666667
13,0.499717909492346,1,10.6394581631715,256,0.75
24,0.00304251620041094,0.111111111111111,2.51327321576704,2,0.833333333333333
23,0.115089458466488,1,-2.21431541593584,16,0.75
19,0,0,5.30878572509737,16,0.666666666666667
19,0,0,4.03733737571733,2,0.833333333333333
10,0.498901678235656,1,2.08572787434739,256,0.833333333333333
17,0,0,7.28165772864115,16,0.75
15,0.358060890387529,1,-6.8716409496212,256,0.5
11,0.497479779627242,1,10.6605299978176,64,0.833333333333333
23,0,0,-1.83419048341767,4,0.5
20,0.00289112293843222,0.777777777777778,12.6829283077275,4,0.5
24,0,0,5.27760803615909,4,0.75
7,0.5,1,0,64,0.666666666666667
1,0.5,1,0,16,0.75
4,0.496805767201969,1,5.63284289167299,64,0.833333333333333
22,0.012630709363247,0.777777777777778,-6.35051884429996,16,0.75
23,0,0,1.1902326786189,16,0.5
16,0,0,2.25565989008219,4,0.666666666666667
1,0.5,1,0,1024,0.75
9,0,0,0.613125185609632,2,0.666666666666667
5,0.5,1,0,16,0.75
16,0.00030435444248788,0.111111111111111,1.78117439532913,16,0.75
16,0.234357946863445,1,4.42073075004487,256,0.5
14,0.0288640595903166,1,3.89523563180609,16,0.5
5,0.500257653479493,1,0.609268144655552,1024,0.833333333333333
4,0.5,1,0,2,0.5
19,0.472781145964522,1,-1.80584602752697,1024,0.666666666666667
7,0.496953422517332,1,5.05174802238223,256,0.75
8,0.0522328548644338,1,0.30007993473873,2,0.5
16,0.474426187896006,1,4.74157717415719,1024,0.666666666666667
22,0,0,7.50952308304558,64,0.75
7,0.468349378553161,1,17.9650329345428,256,0.5
19,0.495193225397817,1,5.78619078907487,1024,0.75
10,0.00829365855779473,1,8.21701626244833,16,0.75
11,0.490038932056232,1,-2.40056902623851,256,0.5
2,0.5,1,0,64,0.666666666666667
4,0.500451880954473,1,-2.31180551251631,1024,0.666666666666667
0,0.5,1,0,4,0.666666666666667
17,0,0,7.42490307097107,64,0.5
1,0.5,1,0,4,0.5
1,0.5,1,0,4,0.5
9,0.0606194256591199,1,2.688781595915,16,0.5
9,0.269045361150624,1,8.68941992252613,2,0.833333333333333
22,0,0,0.439524122309748,16,0.5
22,0,0,5.43700144070296,4,0.75
25,0.000444210135801384,0.666666666666667,3.80076096778044,256,0.833333333333333
10,0.499668062755665,1,2.98197068455338,1024,0.666666666666667
24,0,0,4.77000080819033,2,0.5
22,0.0771187434064002,1,2.81128285803869,64,0.833333333333333
21,0.404245867869451,1,0.504656830748569,256,0.833333333333333
19,0.00969229014970109,1,-1.26158195229421,64,0.666666666666667
12,0,0,0.980127529265295,2,0.833333333333333
17,0.088352099153356,1,6.56104779749233,4,0.75
12,0,0,10.5274445222295,2,0.5
4,0.5,1,0,64,0.5
6,0,0,5.20068177379679,2,0.5
22,0,0,0.740402452844721,2,0.666666666666667
14,0.496204036302428,1,2.48976327667213,1024,0.75
22,0.0874742722728609,1,5.85671113356893,16,0.5
25,0.000490051945506224,0.222222222222222,7.35807383726633,16,0.5
20,0.000213651735462525,0.444444444444444,6.7881030027766,256,0.666666666666667
1,0.5,1,0,2,0.833333333333333
25,0,0,10.3639752860248,4,0.833333333333333
4,0.419547217879683,1,11.5830505564025,64,0.75
7,0.499638121706908,1,14.1962760930326,64,0.75
11,0.191339528689711,1,-0.722138578175018,64,0.75
2,0.5,1,0,4,0.75
5,0.5,1,0,2,0.75
19,0,0,4.40930710511812,2,0.75
17,0,0,9.73772702576857,16,0.5
2,0.0191922759919934,1,-3.11992297631453,4,0.833333333333333
19,0.00646449108156613,1,14.4756373087728,256,0.666666666666667
17,0.277488275143304,1,9.18865022619784,64,0.75
25,0,0,12.064488728738,64,0.5
17,0.48128437978062,1,2.50039752905941,256,0.75
7,0.500449341616848,1,-10.6086976676102,1024,0.5
9,0.48352439902819,1,6.43417716503593,256,0.666666666666667
10,0.00345382471839554,0.666666666666667,4.54218534182194,4,0.833333333333333
14,0.5,1,9.95833429277875,1024,0.5
7,0.175006868401429,1,23.9414657798116,4,0.833333333333333
12,0,0,6.09314537020423,4,0.5
0,0.5,1,0,1024,0.75
4,0.496448875205656,1,-0.423851430480454,64,0.666666666666667
25,0.00130227529608335,0.333333333333333,3.25928580563664,4,0.666666666666667
24,0,0,9.45144102826937,64,0.5
17,0.0832543069385175,1,8.40729368591197,2,0.833333333333333
15,0.168206030396325,1,7.58743162663781,64,0.666666666666667
9,0,0,-3.39709711215443,2,0.833333333333333
3,0.501043841336117,1,1.2132172081636,256,0.666666666666667
23,0.501379561663803,1,11.7365706876572,1024,0.75
13,0.00179425837320574,0.333333333333333,2.22327087349195,2,0.5
10,0.5,1,0,2,0.5
16,0,0,1.63917793330855,16,0.666666666666667
14,0.5,1,0,2,0.666666666666667
3,0.5,1,0,2,0.666666666666667
14,0.496118730382005,1,0.380472586777333,1024,0.5
19,0,0,2.6443977436949,4,0.666666666666667
4,0.0293465405085748,1,-6.74727586069054,4,0.5
16,0,0,5.05568791859499,4,0.833333333333333
5,0.5,1,0,16,0.5
15,0.000763725233481714,0.222222222222222,4.74253892170308,4,0.75
18,0.0202529337449042,1,11.5198014911202,1024,0.5
1,0.213907674213467,1,0.499173866539978,16,0.5
18,0.489573972049649,1,4.12485769994119,1024,0.5
6,0.501446727465846,1,6.85453738810799,256,0.666666666666667
21,0,0,6.59867405987786,64,0.75
25,0,0,-0.909898620481711,16,0.5
15,0.4990357513722,1,12.277023525613,1024,0.833333333333333
0,0.5,1,0,16,0.75
20,0.0125767696787296,0.555555555555556,2.27172502030884,16,0.666666666666667
16,0,0,7.19363268038884,4,0.5
3,0.495597754594355,1,17.0691180747075,1024,0.5
16,0,0,5.37986876021291,64,0.666666666666667
11,0.495961438249088,1,2.94798265851494,64,0.75
9,0.498345430676258,1,6.70210634145217,256,0.75
21,0,0,4.13291770389843,2,0.5
13,0.0136561142147734,0.888888888888889,5.58405592145487,16,0.5
19,0.0501288014748074,1,2.16547209442373,256,0.666666666666667
0,0.5,1,0,2,0.833333333333333
7,0.5,1,0,1024,0.75
9,0.0608054226475279,1,0.27377835657054,2,0.5
11,0.5,1,0,64,0.833333333333333
9,0.000465178096757044,0.222222222222222,15.9149218179878,2,0.5
16,0,0,7.08511859211362,256,0.5
14,0.00135141776008649,0.111111111111111,9.72485113433416,4,0.666666666666667
7,0.495235302741533,1,-4.25470976431301,256,0.5
11,0.218075847366465,1,4.48785751763929,16,0.833333333333333
25,0.0340723818449853,1,1.69476587258014,1024,0.666666666666667
4,0.5,1,0,64,0.833333333333333
9,0.5,1,0,4,0.5
5,0.5,1,0,16,0.833333333333333
22,0.161183125965259,1,13.3937388622152,1024,0.75
19,0,0,9.24576111970997,4,0.75
13,0,0,7.96637794015921,4,0.5
19,7.23756586184934E-05,0.111111111111111,0.231077934104776,64,0.75
13,0,0,6.10423494894253,4,0.833333333333333
22,0,0,8.34408375737062,2,0.75
5,0.28349505047535,1,1.78264095609527,16,0.5
14,0.00848612759970101,0.555555555555556,-0.935369490540995,2,0.75
2,0.447126588400827,1,6.78576399495915,2,0.75
10,0.5,1,3.35083870791472,16,0.75
14,0.500714402829504,1,6.6513065337175,1024,0.833333333333333
18,0.248811828903362,1,10.1805324619667,16,0.833333333333333
24,0.167158821145272,1,1.98460444882848,64,0.75
5,0.5,1,0,16,0.75
24,0.407008848018435,1,0.997700527830846,16,0.75
17,0.5,1,0,2,0.5
14,0.000395726157499011,0.222222222222222,7.27506934791405,2,0.75
2,0.5,1,0,1024,0.833333333333333
3,0.5,1,0,2,0.5
10,0.498203633736539,1,2.14124320091598,1024,0.666666666666667
9,0.5,1,0,2,0.75
16,0.0695611577964519,1,-0.607373543890194,4,0.666666666666667
16,0.130636995172495,0.888888888888889,0.769451105583287,4,0.833333333333333
17,0,0,8.27627298866818,2,0.833333333333333
12,0.0635229012127635,0.555555555555556,2.81048074171878,4,0.833333333333333
2,0.499571654511906,1,3.07860007199877,1024,0.666666666666667
11,0.500997796171933,1,2.19609393727029,1024,0.75
3,0,0,11.3765517924893,2,0.833333333333333
12,0,0,0.0149897461875862,4,0.833333333333333
12,0,0,12.6751890315196,2,0.833333333333333
16,0.497198059143407,1,3.93381951813808,1024,0.666666666666667
16,0.491244344627803,1,-3.42799440028681,256,0.75
11,0.122237921425488,1,13.9071698705007,4,0.833333333333333
8,0,0,7.79472084273157,2,0.666666666666667
16,0,0,13.6362197298469,16,0.5
13,0,0,9.18322478385041,2,0.833333333333333
23,0.269450058089018,1,7.06307683275658,256,0.833333333333333
11,0,0,3.86101127946031,16,0.666666666666667
6,0.00186071238702818,0.333333333333333,-6.20069588472692,2,0.5
1,0.5,1,0,2,0.833333333333333
7,0.5,1,0,4,0.666666666666667
7,0.5,1,0,16,0.5
3,0.5,1,0,2,0.833333333333333
25,0,0,5.56026691928869,2,0.5
10,0.31769168894976,1,7.47693360096179,16,0.75
10,0.413434421125884,1,4.11853662789964,256,0.666666666666667
24,0,0,-2.0037024769307,16,0.666666666666667
